disbursed_amount,asset_cost,ltv,branch_id,Date_of_Birth,Employment_Type,DisbursalDate,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS_SCORE,DELINQUENT_ACCTS_IN_LAST_SIX_MONTHS,CREDIT_HISTORY_LENGTH,NO_OF_INQUIRIES,loan_default
59947,83323,74.41,7,25-06-78,Self employed,1/8/2018,1,0,0,0,1,0,0,0,0yrs 0mon,0,0
63213,92985,69.9,16,1/1/1991,Salaried,25-09-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
63800,72668,89.17,15,9/3/1983,Self employed,7/8/2018,1,1,0,0,0,0,667,0,0yrs 4mon,0,0
55459,70400,81.25,147,1/1/1994,Self employed,11/9/2018,1,1,0,0,0,0,680,0,0yrs 10mon,1,0
79976,109700,74.75,18,18-07-81,Salaried,21-09-18,1,1,0,0,0,0,683,0,9yrs 11mon,0,0
38809,58115,69.89,68,1/4/1986,Salaried,12/9/2018,1,1,0,0,0,0,710,0,0yrs 6mon,1,0
53303,62526,87.96,20,8/7/1985,Self employed,30-08-18,1,1,0,0,0,0,667,0,1yrs 3mon,0,0
74123,100094,74.93,136,20-05-89,Salaried,25-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
50303,70777,72.06,2,27-06-74,Self employed,10/8/2018,1,1,0,0,0,0,774,0,2yrs 1mon,0,0
58013,83400,70.74,1,1/1/1968,Salaried,27-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
44220,63894,74.34,3,16-10-85,Self employed,14-09-18,1,1,1,0,0,0,684,0,2yrs 10mon,0,0
45849,68021,69.1,250,7/11/1993,Salaried,19-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
47349,68340,70.24,67,1/6/1972,Self employed,30-10-18,1,0,0,0,1,0,546,1,4yrs 0mon,0,0
58013,94400,63.56,11,1/1/1987,Self employed,9/10/2018,1,1,0,0,0,0,719,0,1yrs 4mon,0,0
52478,71260,75.78,18,4/12/1986,Self employed,25-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57313,79602,74.5,120,1/1/1997,Self employed,28-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
67682,76500,89.93,2,1/7/1977,Self employed,20-10-18,1,1,0,0,0,0,738,0,0yrs 8mon,1,0
68232,77641,89.51,35,10/10/1970,Self employed,4/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
55659,65250,87.36,67,14-06-96,Salaried,30-10-18,1,1,0,0,0,0,825,0,0yrs 6mon,0,0
49271,70289,75.4,63,2/1/1990,Salaried,23-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
44945,64812,75.29,70,23-10-63,Salaried,21-08-18,1,1,0,0,0,0,739,0,2yrs 8mon,0,0
56909,72260,79.78,146,28-02-85,,31-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
69169,79580,87.96,2,22-08-58,Self employed,27-10-18,1,1,0,0,0,0,819,0,0yrs 11mon,0,0
59259,76315,78.62,165,15-06-82,Self employed,26-09-18,1,1,0,0,0,0,758,0,2yrs 0mon,0,0
50303,72430,70.41,136,19-08-87,Self employed,23-08-18,1,1,0,0,0,0,783,0,2yrs 7mon,0,0
67125,80874,85,13,1/8/1986,Salaried,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
72123,131868,56.12,120,4/4/1992,Self employed,27-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
73823,99760,74.88,11,22-04-72,Self employed,14-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
55959,64039,89.01,72,21-01-94,Salaried,5/9/2018,1,0,0,0,1,0,359,0,2yrs 10mon,0,0
57313,76076,78.87,152,5/3/1983,Self employed,29-09-18,1,1,0,0,0,0,300,3,3yrs 1mon,2,0
53803,66345,82.9,19,11/3/1984,Salaried,14-08-18,1,1,0,0,0,0,754,0,5yrs 5mon,2,0
69069,104828,66.68,2,5/5/1992,Salaried,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
64920,97030,70.18,36,1/1/1993,Self employed,20-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
58959,81400,73.71,138,22-10-90,Self employed,16-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,1
46449,64031,73.56,34,1/1/1975,Self employed,23-10-18,1,1,0,0,0,0,825,0,1yrs 7mon,0,0
69418,98020,74.98,3,1/1/1978,Self employed,27-08-18,1,1,0,0,0,0,16,0,0yrs 0mon,0,0
58059,70924,84.6,16,4/4/1996,Self employed,25-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58459,69927,85.8,138,23-03-79,Salaried,22-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
32484,70958,47.92,1,5/3/1994,Self employed,7/9/2018,1,0,0,1,0,0,300,0,0yrs 0mon,0,0
54433,72089,79.51,78,22-02-94,Salaried,18-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
60947,68000,92.65,2,22-05-72,Self employed,4/9/2018,1,1,1,0,0,0,801,0,2yrs 1mon,0,0
50328,65142,79.83,105,1/6/1997,Salaried,25-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
53178,71260,77.18,18,10/10/1965,Salaried,5/10/2018,1,1,0,0,0,0,18,0,3yrs 1mon,0,0
55759,70110,81.3,79,1/1/1988,Salaried,31-10-18,1,1,1,0,0,0,646,0,0yrs 11mon,0,0
54199,65215,85.87,34,1/11/1973,Salaried,5/9/2018,1,1,0,0,0,0,753,0,4yrs 9mon,0,0
42394,65002,66.92,18,5/5/1974,Self employed,31-08-18,1,1,0,0,0,0,447,1,7yrs 7mon,0,0
56275,68842,85,68,1/1/1959,Self employed,31-10-18,1,1,0,0,0,0,738,0,0yrs 7mon,0,1
84620,122000,71.31,251,1/10/1994,Self employed,13-10-18,1,0,0,1,0,0,300,1,3yrs 11mon,0,0
48349,65804,74.46,14,5/12/1974,Self employed,31-10-18,1,1,0,0,0,0,17,0,0yrs 0mon,0,0
47349,82822,59.16,120,1/1/1989,Self employed,15-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
70817,100700,72.49,8,11/6/1988,Self employed,31-10-18,1,1,0,0,0,0,643,0,0yrs 7mon,0,0
52503,71557,75.74,36,29-08-94,Self employed,25-10-18,1,0,0,1,0,0,637,0,0yrs 9mon,0,0
43369,70344,64,36,1/1/1961,Self employed,11/9/2018,1,0,0,0,1,0,381,1,2yrs 5mon,0,0
53303,81403,67.57,11,1/1/1963,Self employed,26-08-18,1,1,0,0,0,0,513,1,3yrs 1mon,0,1
69817,98323,73.23,36,1/1/1976,Salaried,29-08-18,1,0,0,1,0,0,300,1,2yrs 9mon,0,0
49713,65840,80.5,160,4/8/1985,Self employed,30-10-18,1,1,0,0,0,0,760,0,0yrs 6mon,0,0
67171,87475,79.91,69,20-05-90,Self employed,20-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57013,94364,62.52,120,1/1/1991,Salaried,20-09-18,1,1,0,0,0,0,738,0,0yrs 6mon,0,1
34484,68442,51.14,61,7/8/1975,Self employed,15-10-18,1,1,0,0,0,0,738,0,1yrs 3mon,6,0
93929,164272,59.66,254,1/1/1982,Self employed,22-10-18,1,0,0,1,0,0,571,0,2yrs 9mon,0,0
41744,69351,64.89,138,6/6/1976,Salaried,29-09-18,1,1,0,0,0,0,818,0,3yrs 3mon,0,0
47145,61165,79.29,20,1/1/1985,Self employed,30-09-18,1,1,0,0,0,0,825,0,2yrs 0mon,0,0
46849,60374,79.5,136,29-03-90,Salaried,14-10-18,1,1,0,0,0,0,621,0,1yrs 0mon,0,0
54303,89335,61.57,20,1/1/1975,Salaried,26-09-18,1,0,0,1,0,0,825,0,1yrs 3mon,0,0
34225,63950,56.22,254,1/1/1992,Self employed,29-08-18,1,0,0,1,0,0,567,0,1yrs 10mon,0,1
65647,78900,85,135,4/3/1990,Self employed,31-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
65169,110990,60.37,152,10/10/1997,,29-09-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
54443,66850,85.27,20,18-06-86,Salaried,6/9/2018,1,1,0,0,0,0,763,0,0yrs 7mon,0,1
65969,74691,89.44,136,28-11-87,Salaried,12/9/2018,1,1,0,0,0,0,624,0,4yrs 7mon,0,0
44749,64122,71.74,67,4/4/1994,Salaried,31-08-18,1,1,0,0,0,0,738,0,0yrs 5mon,0,0
63919,73889,89.19,121,10/2/1974,Self employed,20-10-18,1,1,0,0,0,0,624,1,2yrs 7mon,0,0
52478,68930,79.79,105,1/1/1975,Salaried,27-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
62859,84955,78.87,5,1/1/1991,Self employed,31-08-18,1,1,0,0,0,0,15,0,0yrs 2mon,0,0
55559,63862,89.25,15,20-08-89,Self employed,25-09-18,1,1,0,0,0,0,737,0,1yrs 4mon,1,1
54813,62550,89.69,61,5/12/1988,Salaried,24-08-18,1,0,1,0,1,0,594,1,2yrs 4mon,0,0
97480,153100,65.25,152,1/1/1997,Self employed,21-10-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,0
68387,105400,67.84,120,1/1/1992,Self employed,10/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57259,85662,68.88,2,29-06-84,Salaried,28-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
53578,73615,74.03,152,5/8/1967,Self employed,3/10/2018,1,1,0,0,0,0,544,2,1yrs 2mon,0,1
45449,70224,65.65,36,5/3/1969,Self employed,3/10/2018,1,0,1,1,0,0,14,0,4yrs 4mon,0,0
52203,61958,88.77,105,9/4/1992,Salaried,22-08-18,1,1,0,0,0,0,15,0,0yrs 0mon,3,1
48743,67665,76.85,3,20-07-97,Salaried,12/10/2018,1,1,1,0,0,0,659,0,1yrs 7mon,0,0
61947,76151,84.04,146,1/1/1977,Self employed,31-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
44349,75142,61.22,1,2/3/1990,Self employed,23-10-18,1,0,0,1,0,0,419,1,2yrs 9mon,1,0
63230,99348,65.78,254,1/1/1970,Self employed,5/10/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
29529,100090,29.97,207,12/7/1994,Salaried,29-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
61513,73376,84.91,136,11/5/1988,Salaried,30-09-18,1,1,0,0,0,0,832,0,0yrs 3mon,0,0
41694,68662,63.06,120,1/1/1991,Self employed,26-09-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
51078,70500,73.76,68,25-04-70,Self employed,13-10-18,1,1,0,0,0,0,738,0,1yrs 10mon,0,0
63213,82990,77.12,146,1/1/1986,Self employed,31-10-18,1,1,0,0,0,0,0,0,6yrs 5mon,0,0
59947,77200,80.31,152,1/2/1994,Self employed,30-09-18,1,1,0,0,0,0,594,0,1yrs 11mon,2,0
28681,62540,47.97,67,2/12/1974,Self employed,20-10-18,1,0,0,1,0,0,721,0,1yrs 4mon,1,1
68897,82800,85,13,5/3/1984,Salaried,16-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
54959,71867,79.31,138,1/7/1978,Self employed,12/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
59947,72188,84.5,1,2/5/1996,Self employed,23-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
42094,60281,71.33,20,4/5/1994,Self employed,11/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52078,73000,73.29,248,1/1/1974,Salaried,21-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
56713,74846,77.49,2,6/10/1994,Salaried,1/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
40510,56450,74.93,10,12/2/1988,Self employed,28-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
64169,111331,59.28,42,11/2/1990,Self employed,14-09-18,1,1,0,0,0,0,626,0,0yrs 8mon,0,0
50303,71477,71.35,34,1/1/1979,Self employed,22-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
75051,95412,79.97,77,1/1/1971,Salaried,15-10-18,1,1,0,0,0,0,565,0,2yrs 11mon,1,0
46049,67425,74.16,3,8/7/1986,Salaried,19-09-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,0
36571,48022,79.96,35,1/1/1990,Self employed,6/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
49078,64942,78.53,79,1/1/1988,Self employed,29-10-18,1,0,0,1,0,0,653,0,1yrs 0mon,0,1
76251,109416,71.29,48,7/8/1969,Salaried,20-08-18,1,1,0,0,0,0,300,0,12yrs 5mon,0,0
78751,85247,93.84,2,1/3/1969,Salaried,20-09-18,1,1,0,0,0,0,738,0,0yrs 6mon,1,0
55509,69576,81.92,5,3/2/1979,Salaried,29-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,2,0
45849,62188,77.19,34,4/11/1967,Self employed,29-08-18,1,1,0,0,0,0,791,0,5yrs 1mon,0,0
40694,56451,74.93,10,12/8/1995,Self employed,8/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
43894,57778,77.88,14,1/1/1983,Salaried,11/9/2018,1,1,1,0,0,0,0,0,0yrs 0mon,0,0
87197,120577,74.29,254,2/3/1976,Self employed,12/10/2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,1
112957,169905,69.45,34,26-05-96,Self employed,4/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
45399,62409,75.31,16,1/5/1979,Salaried,4/9/2018,1,1,0,0,0,0,684,0,16yrs 5mon,0,0
67382,94455,73.58,3,1/1/1980,Self employed,24-08-18,1,1,0,0,0,0,17,0,0yrs 2mon,0,0
56883,68613,88.9,138,10/7/1983,Self employed,22-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
29484,62930,49.26,19,23-12-87,Salaried,16-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
63159,80995,82.72,104,4/8/1972,Self employed,30-10-18,1,1,0,0,0,0,681,1,1yrs 6mon,1,0
47749,66000,74.24,67,1/6/1988,Salaried,4/9/2018,1,0,0,1,0,0,738,0,0yrs 6mon,0,1
41894,70572,60.93,34,14-10-87,Salaried,23-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
62213,83112,77,1,10/2/1973,Self employed,24-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52600,66765,80.43,15,10/12/1988,Self employed,15-10-18,1,1,0,0,0,0,708,0,1yrs 4mon,0,1
40194,60400,68.38,15,18-01-96,Salaried,17-08-18,1,1,0,0,0,0,752,0,0yrs 7mon,0,0
29151,67600,44.33,2,1/5/1970,Salaried,30-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
37639,83580,47.86,7,2/1/1996,Self employed,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
76000,98000,79.18,8,18-04-97,Salaried,20-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52853,69373,78.56,146,7/5/1991,Salaried,21-08-18,1,1,0,0,0,0,377,1,0yrs 2mon,0,0
51853,67144,78.93,146,12/12/1970,Self employed,30-08-18,1,1,0,0,0,0,300,0,6yrs 8mon,0,0
15910,75738,22.45,42,27-01-79,Self employed,30-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58913,66741,89.9,72,5/2/1982,Self employed,31-10-18,1,1,0,0,0,0,774,0,1yrs 11mon,1,0
71817,92631,79.89,11,14-05-90,Self employed,14-09-18,1,0,0,0,1,0,0,0,0yrs 0mon,0,0
51778,64888,81.68,97,31-05-62,Self employed,23-10-18,1,1,0,0,0,0,706,0,4yrs 2mon,0,0
58812,67000,89.85,135,1/12/1995,Self employed,31-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
56459,99164,57.98,36,18-03-97,Self employed,28-09-18,1,0,1,0,1,0,0,0,0yrs 0mon,0,0
53612,93612,59.82,64,7/2/1997,Salaried,24-09-18,1,1,0,0,0,0,17,0,0yrs 2mon,0,0
92943,108000,87.04,2,12/4/1996,Self employed,31-08-18,1,1,0,0,0,0,657,0,0yrs 5mon,0,0
52048,63038,84.5,73,10/5/1996,Salaried,30-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
69447,79280,89.47,135,26-11-96,Self employed,30-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
70582,82000,89.63,8,12/9/1977,Salaried,15-10-18,1,1,0,0,0,0,496,1,3yrs 3mon,0,1
56900,69578,85,138,5/6/1990,Salaried,30-08-18,1,0,0,0,1,0,0,0,0yrs 0mon,0,0
48578,62579,80.7,77,1/1/1993,Salaried,21-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
72146,109329,67.99,254,1/11/1990,Self employed,15-09-18,1,0,1,1,0,0,0,0,0yrs 0mon,0,0
60213,77000,79.22,2,26-05-94,Self employed,14-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
47021,67872,71.71,135,10/12/1995,Self employed,22-10-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,0
44909,64031,74.96,160,15-05-74,Salaried,29-10-18,1,1,1,0,0,0,793,0,5yrs 3mon,0,0
68413,84425,84.1,20,5/11/1976,Self employed,22-09-18,1,1,0,0,0,0,300,0,4yrs 4mon,1,0
57259,69000,84.06,2,12/8/1981,Salaried,30-09-18,1,1,0,0,0,0,690,1,5yrs 9mon,2,0
51303,75954,68.46,136,6/6/1978,Salaried,29-10-18,1,1,0,0,0,0,791,0,5yrs 6mon,0,0
57313,78300,74.46,36,1/1/1987,Self employed,26-10-18,1,0,0,1,0,0,14,0,3yrs 3mon,0,0
50303,70261,74.01,146,3/7/1969,Self employed,22-08-18,1,1,0,0,0,0,17,0,0yrs 2mon,0,0
72817,103343,72.57,19,11/6/1973,Salaried,29-08-18,1,1,0,0,0,0,707,0,1yrs 7mon,0,0
56259,73947,78.43,1,2/5/1998,,27-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
24116,63074,40.43,48,1/1/1978,Self employed,15-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
48849,66742,74.92,79,17-03-83,Salaried,15-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58615,98285,61.73,36,12/12/1990,Self employed,24-10-18,1,0,0,1,0,0,563,0,2yrs 8mon,0,0
65382,80628,82.48,63,9/5/1978,Self employed,31-10-18,1,1,0,0,0,0,300,1,6yrs 2mon,0,0
73817,92000,81.52,2,1/1/1969,Salaried,19-09-18,1,1,0,0,0,0,758,0,2yrs 1mon,0,0
45389,62631,76.64,104,3/1/1998,,18-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
57013,73760,78.63,65,1/1/1982,Self employed,24-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
56959,78470,74.81,10,22-12-81,Self employed,20-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
53483,75224,73.09,3,5/6/1980,Salaried,21-10-18,1,1,1,0,0,0,604,0,2yrs 3mon,0,0
49803,68695,74.24,34,25-02-60,Salaried,16-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
61213,81242,77.55,160,13-02-73,Self employed,20-10-18,1,1,1,0,0,0,825,0,0yrs 10mon,0,0
54303,67394,81.61,34,1/6/1976,Salaried,3/10/2018,1,1,0,0,0,0,763,0,1yrs 7mon,0,0
47349,67210,72.91,48,10/6/1962,Self employed,24-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
60647,69500,89.21,2,7/5/1991,Self employed,6/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
70123,103015,68.92,20,17-02-89,Salaried,31-10-18,1,1,0,0,0,0,710,0,0yrs 3mon,0,0
55353,71972,80.59,104,1/1/1992,Salaried,19-09-18,1,1,0,0,0,0,0,0,5yrs 7mon,0,0
39111,70017,58.15,251,3/2/1964,Self employed,23-10-18,1,0,1,0,0,0,643,0,5yrs 6mon,0,1
51303,82823,63.99,152,18-08-89,Self employed,12/10/2018,1,1,0,0,0,0,599,0,1yrs 2mon,0,0
59913,78354,79.13,138,17-08-82,Salaried,14-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
62447,71294,89.77,249,1/6/1981,Self employed,23-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52803,66000,81.82,2,26-12-62,Salaried,30-08-18,1,1,0,0,0,0,653,0,2yrs 4mon,1,0
56459,72445,80.06,16,14-03-88,Salaried,18-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
50508,74730,71.59,120,30-12-90,Self employed,30-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52262,68753,77.9,67,20-02-77,Self employed,8/9/2018,1,1,0,0,0,0,392,0,2yrs 1mon,0,1
60713,69432,89.3,19,29-06-74,Salaried,3/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
79336,110000,73.32,2,22-11-96,Salaried,20-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
47849,69433,70.57,135,1/10/1974,Self employed,23-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
40094,64469,63.13,63,23-12-88,Self employed,27-09-18,1,1,0,0,0,0,707,0,1yrs 9mon,0,0
59713,73982,82.45,217,1/1/1996,Self employed,10/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57313,71165,84.31,138,7/10/1989,Salaried,20-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58638,69745,89.61,5,13-02-95,Salaried,11/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58013,83195,72.12,11,1/1/1970,Self employed,24-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
60447,70448,87.3,34,2/8/1980,Salaried,19-10-18,1,1,0,0,0,0,739,0,1yrs 4mon,0,0
53003,81500,66.26,135,5/9/1969,Salaried,23-10-18,1,1,0,0,0,0,738,0,0yrs 4mon,0,1
62947,87242,73.36,165,15-05-95,Salaried,13-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
55513,65003,87.69,18,1/1/1988,Self employed,9/8/2018,1,1,0,0,0,0,300,0,1yrs 11mon,0,1
53203,65679,82.07,34,1/1/1986,Self employed,8/9/2018,1,1,0,0,0,0,618,1,4yrs 8mon,0,1
49303,62671,81.38,3,10/2/1994,Salaried,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
62497,81200,78.82,16,1/1/1995,Salaried,13-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
46195,64980,72.94,69,4/10/1994,Salaried,14-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
49759,94692,54.07,36,1/11/1991,Self employed,23-08-18,1,0,0,0,1,0,0,0,0yrs 0mon,0,0
50193,66663,77.09,10,1/1/1990,Self employed,28-08-18,1,1,0,0,0,0,836,0,1yrs 4mon,0,1
46349,59543,78.93,207,20-02-96,Salaried,3/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
48783,68526,74.42,103,24-06-85,Self employed,22-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
70817,101156,72.17,1,1/1/1990,Self employed,21-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
53078,69000,78.99,248,25-07-77,Salaried,28-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
53078,70248,78.29,34,20-07-69,Salaried,11/10/2018,1,1,0,0,0,0,728,0,3yrs 9mon,0,0
53203,66328,82.17,67,24-06-95,Salaried,20-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
72823,116950,63.27,5,30-07-94,Self employed,19-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
41394,51050,84.23,147,1/1/1983,Salaried,23-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
54259,66367,84.38,34,14-12-87,Self employed,19-09-18,1,0,0,0,1,0,0,0,0yrs 0mon,0,1
55259,76387,73.31,5,26-06-95,Salaried,25-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
50300,62296,83.47,79,2/2/1977,Self employed,22-10-18,1,0,0,0,1,0,0,0,0yrs 0mon,0,0
60947,72586,85.42,16,17-01-84,Salaried,28-09-18,1,1,0,0,0,0,640,0,1yrs 7mon,1,1
71817,97103,76.21,146,16-03-90,Salaried,3/8/2018,1,1,0,0,0,0,570,1,1yrs 11mon,0,0
45349,59500,78.99,147,1/7/1987,Self employed,5/9/2018,1,1,0,0,0,0,583,0,3yrs 3mon,0,1
56559,64600,89.78,5,24-04-97,Salaried,13-08-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,0
39894,46804,87.6,153,1/2/1977,Self employed,18-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
57859,65600,89.33,15,23-01-66,Self employed,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52078,72907,74.07,120,9/9/1994,Self employed,8/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
35601,62394,59.3,48,21-12-66,Salaried,23-10-18,1,1,0,0,0,0,738,0,1yrs 2mon,0,0
59747,67786,89.92,73,30-03-93,Self employed,20-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
49903,66497,76.85,2,12/2/1985,Salaried,14-09-18,1,1,0,0,0,0,362,1,3yrs 3mon,0,0
46369,66665,73.5,103,13-05-82,Self employed,7/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
56259,67479,85.95,16,27-05-69,Self employed,22-10-18,1,1,0,0,0,0,836,0,1yrs 6mon,0,0
63882,83080,79.44,48,15-04-58,Self employed,3/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
68517,94773,74.18,251,31-10-89,Salaried,11/9/2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,0
49249,70631,70.65,20,14-05-75,Self employed,31-10-18,1,1,0,0,0,0,738,0,0yrs 3mon,1,0
42894,59765,74.46,10,2/3/1991,Self employed,11/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
45000,65921,71.3,146,19-05-87,Self employed,23-08-18,1,1,0,0,0,0,727,0,1yrs 10mon,0,0
43949,60820,74.98,207,21-03-96,Self employed,24-08-18,1,1,0,0,0,0,681,0,0yrs 6mon,0,1
50303,66185,78.57,16,19-07-84,Salaried,7/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
63947,97636,66.57,36,1/10/1987,Salaried,28-09-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
52803,65030,83.04,159,15-05-90,Self employed,29-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
35621,64100,59.28,34,1/6/1975,Self employed,26-10-18,1,1,0,0,0,0,758,0,2yrs 0mon,0,0
57013,82632,71.4,65,25-06-90,Self employed,30-09-18,1,0,1,1,0,0,738,0,1yrs 7mon,1,0
35439,55830,66.27,159,30-05-83,Self employed,12/8/2018,1,1,0,0,0,0,300,3,3yrs 3mon,0,0
51303,67981,76.49,16,21-03-94,Salaried,6/9/2018,1,1,0,0,0,0,682,0,1yrs 9mon,0,0
43729,61275,75.07,3,20-08-96,Salaried,4/9/2018,1,1,0,0,0,0,0,0,2yrs 2mon,0,0
66169,78500,85.35,2,18-11-68,Self employed,27-10-18,1,1,0,0,0,0,16,0,4yrs 7mon,0,1
42014,57734,76.21,11,18-04-90,Self employed,11/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
39194,47980,83.99,43,6/4/1982,Self employed,25-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
44349,58200,79.04,68,26-08-80,Self employed,17-09-18,1,1,0,0,0,0,836,0,1yrs 9mon,0,0
